Major,Major_Code
instrumentationand control engineering,other
instrumenttation,other
instumentation,other
instumentation and control,other
insturmentation technology,other
integrated manufacturing systems engineering,other
integrated marketing,other
integrated sciences,other
interaction design,other
interior design,other
international affairs,other
international affairs ,other
international affairs.,other
international business/finance,other
international relations,other
intrumentation,other
intrumentation and control engineering,other
iowa state university,other
ipe,other
is,other
is&e,other
isc,other
ischool,other
ise,other
iserc,other
ist,other
isy,other
itce,other
itis,other
journalism,other
kgp,other
kinesiology ,other
landscape architecture,other
law,other
learning sciences,other
library and information science,other
linguistics & literature,other
m.sc(agriculture),other
m.sc(agriculture) ,other
ma,other
macs,other
mae,other
managerial economics,other
manfg processes & automation,other
manufacturing,other
manufacturing and automation,other
manufacturing engineering,other
manufacturing process & automation,other
manufacturing process and automation,other
manufacturing process and automation engineering,other
manufacturing process and automtion,other
manufacturing processes & automation,other
manufacturing processes and automation,other
manufacturing processes and automation engineering,other
manufacturing science & engg,other
manufacturing science and engineering,other
manufacturing systems engineering,other
manufacturing technology,other
marine,other
marine engineering,other
marine technology,other
maritime  engineering science,other
marketing,other
mass communication,other
master of public jealth,other
masters in product development,other
masters in public health,other
matallurgy and materials science engineering,other
material science,other
material science and metallurgy,other
materials,other
materials & metallurgical engineering,other
materials and metallurgical engineering,other
materials engineering,other
materials science,other
materials science & engineering,other
materials science and engg,other
materials science and engineering,other
materials science engg,other
maufacturing and automation,other
media studies and media management,other
medicinal chemistry,other
meidcal electronics,other
mem,other
mems,other
meta,other
metallurgical & materials,other
metallurgical & materials engg,other
metallurgical & materials engineering,other
metallurgical & materials sci engg,other
metallurgical and material engineering,other
metallurgical and materials,other
metallurgical and materials engg.,other
metallurgical and materials engineering,other
metallurgical and materials enginnering,other
metallurgical and materials science,other
metallurgical engg,other
metallurgical engg & materials science,other
metallurgical engg and materials science,other
metallurgical enggineering,other
metallurgical engineering,other
metallurgical engineering ,other
metallurgical engineering and materials science,other
metallurgical university,other
metallurgy,other
metallurgy & material science,other
metallurgy & materials,other
metallurgy & materials science,other
metallurgy and material engineering,other
metallurgy and material science,other
metallurgy and material science engg,other
metallurgy and material science.,other
metallurgy and materials,other
metallurgy and materials engg,other
metallurgy and materials engg.,other
metallurgy and materials engineering,other
metallurgy and materials science,other
metallurgy and materials science engineering,other
metallurgy and materials technnology,other
metallurgy and materials technology,other
metallurgy engineering,other
metallurgy& materials engg,other
metallurical and materials engineering,other
metalurgical and materials engineering,other
metsllurgy and materials technology,other
mfa,other
mining,other
mining & metallurgical engineering,other
mining engg,other
mining engineering,other
mme,other
mpa,other
mpae,other
mpc,other
ms analytics/ mis,other
ms in dietetics,other
ms is in sap,other
msc,other
msim,other
ms-natural gas engineering & management,other
multimedia technologies,other
nagpur university,other
nanoscale engineering,other
nanotechnology,other
"national institute of technology karnataka, surathkal",other
naval arch & ocean engg,other
naval architecture,other
naval architecture & ocean engineering,other
naval architecture and ocean engineering,other
networking and communication,other
neuroscience,other
neurosciences,other
njdn,other
not decided,other
nuclear engineering,other
nursing,other
nutrition,other
nutrition & dietetics,other
occupational therapy,other
ocean engineering,other
ocean engineerning,other
olegochemicals and surfactants,other
operations,other
operations management,other
operations research,other
optics,other
optics and photonics,other
ot,other
packaging science,other
paper technology,other
parmacy,other
pathobiology,other
pathology,other
petrochemical engineering,other
petroleum,other
petroleum engg,other
petroleum engineering,other
petroleum technology,other
pfm,other
pharmaceutics,other
pharmacology,other
pharmacy,other
philosophy,other
physical therapy,other
planning,other
plant breeding,other
plastic technology-chemical technology,other
plastics engineering,other
plastics technology,other
political science,other
polymer,other
polymer & process engineering,other
polymer and surface coating,other
polymer engg,other
polymer engineerig and technology,other
polymer engineering,other
polymer science and chemical engineering,other
polymer science and engineering,other
polymer science and technology,other
polymer technology,other
power,other
power engeneering,other
power engg,other
power engineering,other
printing,other
printing engg,other
printing engineering,other
printing technology,other
process engineering,other
prodn,other
production,other
production ,other
production & industrial,other
production & industrial engg,other
production & industrial engineering,other
production / manufacturing,other
production and indistrial engineering,other
production and industrial,other
production and industrial engg,other
production and industrial engg.,other
production and industrial engineering,other
production department,other
production department:,other
production engg,other
production engg.,other
production engineerimg,other
production engineerin,other
production engineering,other
production engineering ,other
production engineering (sandwich),other
production engineering (sw),other
production engineering.,other
production engineering/manufacturing engineering,other
production enginerring,other
production s/w engineering,other
production sandwich,other
production technology,other
productiong engineering,other
prodution,other
professional accountancy,other
project management,other
psg college of technology,other
psm,other
psychology,other
psychology b.a.,other
public health,other
public policy,other
public relations,other
pulp and paper technology,other
pune university,other
r.s. business school,other
"rachana sansad\'s academy of architecture, mumbai",other
real estate finance & development,other
regional studies,other
regulatory affairs,other
remote sensing and geosciences,other
renewable energy,other
renewable natural resources,other
resource management,other
robotics and automation,other
rubber and plastics technology,other
sbst,other
school of art,other
school of commerce,other
school of nanosciene and technology,other
school of optometry,other
school of petroleum engineering,other
school of petroleum technology,other
school of planning & architecture,other
school of science and engg.,other
science,other
science and arts,other
scse,other
scse(computing sciences),other
select,other
sense,other
sensor technology,other
sir j j college of architecture,other
sjmc,other
smbs,other
social work,other
sociology,other
special education,other
speech,other
speech language pathology,other
spt,other
structural ,other
sustainable design,other
sustainable energy technology,other
sustainable enrgy and environment,other
systems engineering,other
systems science and informatics unit,other
tc,other
tce,other
te,other
technology,other
tex,other
textile,other
textile processing,other
textile science & technology,other
textile technology,other
textiles,other
third year bachelor of management studies,other
transportation,other
tsm,other
u.i.c.e.t,other
u.i.e.t.,other
udps,other
uicet,other
uiet,other
uips,other
university school of architecture and planning,other
urban and regional planning,other
urban design,other
urban planning,other
veterinary,other
veterinary & animal science,other
visual communication,other
visual communication (electronic media),other
visual communications,other
weapons systems engineering and operations,other
work psychology,other
world languages,other
writing and linguistics,other
zoology,other
applied geophysics,physics
applied physics,physics
applied physics ,physics
applied physics and electronics,physics
"applied physics, electronics & communication engineering",physics
"applied physics,electronics and communication engineering",physics
astronomy / astrophysics,physics
department of physics,physics
department: of physics,physics
dept. of applied geophysics,physics
dept. of physical sciences,physics
engineering physics,physics
engineering physics with major:s in ece and minors in robotics,physics
engineering physics with majors in ece and minors in robotics,physics
engineering pysics,physics
geology and geophysics,physics
geophysics,physics
institute of radiophysics and electronics,physics
m.sc physics,physics
"msc. physics, b.e.(eee)",physics
physics,physics
physics eee,physics
"physics, eee",physics
"physics, electrical and electronics",physics
physics/comp sc,physics
physics/cs,physics
physics/eee,physics
physics/eee (dual degree),physics
physics+electrical and electronics(dual degree),physics
radio physics and electronics,physics
school of physics,physics
